fullVisitorId,labels
0102929360833194213,0
0102967551018757579,0
0103234801488366057,0
0103488992784926412,0
0104208155752393756,0
0105953259825061684,0
0106737648841708519,0
0107029174520648874,0
0109278995741921995,0
0109375183949292344,0
0110237584337011595,0
0110888394822957190,0
0111084999408344922,0
0111261597665013586,0
0111624627546859050,0
0112305056557684257,0
0112712853580593351,0
0113842242927238752,0
0114215561909122661,0
0114233892855684794,0
0114291970451691046,0
0114308184877865561,0
0114365990396544051,0
0114893528564579143,0
0115494075054963031,0
0115940065332308119,0
0116147939572219012,0
0116430981904323422,0
0117006987850476291,0
0117526410729664708,0
0118139814032445850,0
0119870259714905967,0
0120266359617148298,0
0120815826861008901,0
0120880613308281459,0
0120951074287268149,0
0121856061140944855,0
0123061672608906745,0
0123242859437730802,0
0123515470539381845,0
0123644124068077489,0
0123916055895596958,0
0124850203340830679,0
0126078863044975242,0
0126511061239826414,0
0126587065113364520,0
0127019947788366078,0
0127249576187763439,0
0127755228974756313,0
0128432477990891906,0
0128830210468179660,0
0129249086143937145,0
0129621051269020257,0
0131875932724045086,0
0132607078854874041,0
0133153998054254261,0
0134088266984701296,0
0134543573456503980,0
0134706903159877912,0
0134817585377058947,0
0135432212707864703,0
0135731445166621856,0
0136876972401975041,0
0138119430456484693,0
0138351554340162956,0
0138687086866157685,0
0139256351437404200,0
0139472357811670278,0
0139838509739212862,0
0140251351786321746,0
0140406319378490383,0
0141333337786935920,0
0142116411233847758,0
0143782636543876435,0
0143946332685671919,0
0144847938814859371,0
0145862566057652583,0
0146230958339102078,0
0146782520456386149,0
0146792174333379175,0
0147270510979304610,0
0147601968852145702,0
0147828372863938733,0
0148135394525872002,0
0148720899219079299,0
0148866414705224159,0
0148919186298580226,0
0150031486512354806,0
0150038807203175716,0
0151961311923926411,0
0152778576197288117,0
0153202739036956642,0
0154104806751769000,0
0154216796177071016,0
0155361204971183101,0
0155711517942843047,0
0155890066027533778,0
0156015502078053139,0
0156140817362296281,0
0156905236318704928,0
0157019484210987302,0
0157339933798750931,0
0157592049434831040,0
0158490408567482105,0
0158994139683228392,0
0159084910202112487,0
0159273579432738537,0
0160370198171303042,0
0160507326253742421,0
0160575523826516091,0
0161009524292009252,0
0162341046495604782,0
0163532416839889055,0
0163790840341192154,0
0163910434575936100,0
0164339786303841762,0
0165104775254170953,0
0165109760635455356,0
0165267667365212716,0
0165989831014724733,0
0166183639311529563,0
0166887489328887096,0
0167578525300211228,0
0168621227564680642,0
0169374166787808619,0
0169854884741652554,0
0170075213753657012,0
0170103428948217931,0
0170546418513334382,0
0170783936986517711,0
0170829442621021492,0
0170940722150121590,0
0171495933986068782,0
0172081148860791358,0
0173033808547433503,0
0173142935390182524,0
0173863901552294318,0
0174589862877239119,0
0175318834283875506,0
0175507400983740299,0
0175518117099857981,0
0175697895967494517,0
0175784634919851322,0
0176005021706950083,0
0177276045605547096,0
0177468866234312315,0
0177475133170193656,0
0177654337280434386,0
0178222732694337574,0
0178425107324127018,0
0179180640146798691,0
0179691971144176992,0
0180142943692926101,0
0180838537120109242,0
0180933733703571150,0
0181376187781387051,0
0182664823417063218,0
0183218035021860438,0
0183237071516128923,0
0184057760170077857,0
0185156579195979630,0
0185467632009737931,0
0187116230369481128,0
0187866444913017683,0
0188247823522588210,0
0188481372919586914,0
0190492934318255272,0
0190642816438085656,0
0191180858641286054,0
0191382203292370318,0
0191473448043211052,0
0191633990580866366,0
0191995188120830505,0
0192269026404761198,0
0192710626799609960,0
0192847875246565811,0
0193041826287662991,0
0193361951439999580,0
0194729737445123123,0
0195229052670476258,0
0195434588004709231,0
0196352031623164153,0
0196856185999787180,0
0196884374665560705,0
0197277329550470329,0
0197640110870848557,0
0198049799955668412,0
0198403235748042235,0
0199007580877867026,0
0199097744636621972,0
0199117534740864877,0
0199756139590139879,0
0199826286790923643,0
0200288716023252495,0
0200510094584379080,0
0200858359127299953,0
0201226261435270434,0
0202488139684365954,0
0203503895549680791,0
0204082098779114456,0
0204360574486607491,0
0205723721674321991,0
0205818826345710444,0
0205892253400268407,0
0207758697026045863,0
0208951486693076734,0
0209588266013545629,0
0210005071508705826,0
0210797287974741332,0
0211027870956680579,0
0211475535612871703,0
0211945437070044601,0
0211986650009953276,0
0212377737904674454,0
0212879651166366114,0
0213003977022600203,0
0213071560453106423,0
0213223799802259232,0
0213278104301515841,0
0213313042176849782,0
0213465488216513322,0
0213948867346978337,0
0214415686397071336,0
0214776722271775969,0
0215127855032555146,0
0215418549265528143,0
0216182135691067032,0
0216379390200329933,0
0217143916288493658,0
0217188275236417745,0
0217550297208282577,0
0217565022356586977,0
0217681705986137511,0
0218721670797647024,0
0219877622979658253,0
0220006931292049293,0
0220293028121038519,0
0220695720492664721,0
0220916715926164647,0
0220950878922124751,0
0223326003832256461,0
0223683667601132018,0
0223992111609267003,0
0224145829303599500,0
0224703071908989026,0
0225374027452882593,0
0225621684999318305,0
0225663065504333530,0
0225991706421654357,0
0227223667732638007,0
0227952716086847756,0
0229738108093221604,0
0230412258531789338,0
0230415850493745117,0
0231481887069911183,0
0231643641360400675,0
0232377434237234751,0
0234006696582066330,0
0235043003725411619,0
0235352179583924900,0
0235385155808315096,0
0235594707904808624,0
0236160742740831906,0
0236902697327333068,0
0237463554769485825,0
0237543228088148288,0
0237572851648543104,0
0237719183402042239,0
0238421727680250617,0
0238771388615303644,0
0239011216868684634,0
0239232141736563627,0
0239563913417476259,0
0239598330790272854,0
0240177559062852098,0
0240359488343865855,0
0240776453322054523,0
0240953752649297686,0
0241662707620167476,0
0242463556251231215,0
0243443174438768554,0
0243955375764569680,0
0244170299994763393,0
0244256673220806549,0
0244766556983704128,0
0246073136702899889,0
0246574639180766080,0
0246615802967721430,0
0247613008812895646,0
0247764274628455945,0
0248816373515809143,0
0249200089780217479,0
0249511131827396757,0
0249659095832018179,0
0249856897836798285,0
0250826361874221555,0
0251388402050554159,0
0253197226133513839,0
0253217605888117906,0
0253232075861039593,0
0253454431071066526,0
0253776212101014141,0
0253940903586003186,0
0254089780577334336,0
0254413001205574315,0
0255313102890306362,0
0256970382442076470,0
0259650808338553210,0
0260404193548201384,0
0261239019059518659,0
0261652492539003914,0
0261669143599587910,0
0262536943380332040,0
0262902792123089700,0
0263896833266166939,0
0264141526022556434,0
0264336289575017383,0
0264439262506145643,0
0265773447087902231,0
0266182930830968097,0
0267020882885435601,0
0267986414856681204,0
0268469528689115459,0
0269585902888060045,0
0271500268252738088,0
0272605252764469232,0
0274035778263408429,0
0274928241784014996,0
0276183710230160692,0
0276483305236391136,0
0276648651758070096,0
0277222292888807077,0
0277630796350055956,0
0277995947055991027,0
0278006067838626060,0
0278294025625890361,0
0279519454681566557,0
0279642541136862187,0
0280042180877582714,0
0280088274265058989,0
0280571682929338005,0
0280738376597848400,0
0281396010416698886,0
0281795238965680893,0
0281952976428623195,0
0282580967786243960,0
0283777721763173267,0
0284038027711788036,0
0284098486783069978,0
0286670465887517107,0
0287041233238865864,0
0287904279013543394,0
0287908533589459604,0
0290333981372798422,0
0290663072707523580,0
0290718739519939792,0
0291002892578472269,0
0291161766415927075,0
0292453978388693769,0
0292962023286659973,0
0293387037477216156,0
0294093638755103061,0
0294715325435275737,0
0295938792891590357,0
0296416077588295589,0
0297816563358688328,0
0299113451946744821,0
0299679623448520578,0
0300387133164635049,0
0300620866577241349,0
0301568042851919466,0
0301639941678052859,0
0301972032250850193,0
0302704045753662604,0
0303295591639486135,0
0303733040875070154,0
0303985457220103186,0
0304034087246868080,0
0304674693006681857,0
0305113785839637634,0
0306177142313155903,0
0306293428725549657,0
0306638466008157195,0
0306895922494129375,0
0307884915539160890,0
0308001535433955546,0
0308396243566145332,0
0308402457029592335,0
0310809961260136971,0
0311720433666096854,0
0312226371899637611,0
0312555661484077014,0
0313128019616030998,0
0314464405997489773,0
0314528826654841027,0
0314533611538644167,0
0314733033105141755,0
0315017261115039181,0
0315387128062353822,0
0316080058721038988,0
0316167355630094350,0
0316636715154446720,0
0317257995730740367,0
0317661710948460673,0
0318476411656972479,0
0318787809582411406,0
0319620292000180209,0
0319754919174019978,0
0320170113964429981,0
0320727560379630083,0
0321597188422599094,0
0321677574274707983,0
0321747208131220508,0
0322228537289095245,0
0324425236836309886,0
0324564641241038377,0
0324590067455212562,0
0326671467950015369,0
0327132720272185354,0
0327221397987539071,0
0328080880890336475,0
0328697016629947962,0
0330062846836232829,0
0330289116549575054,0
0331053449765638219,0
0331726548434689533,0
0333033833560922860,0
0334730787234841354,0
0334916383849466701,0
0336251173702144221,0
0336686212624145715,0
0338113462470582050,0
0339334311045885434,0
0339607919256111349,0
0339985125689048804,0
0340785498701794891,0
0341126939247417424,0
0341351070942762610,0
0341723817943217505,0
0342282266188517272,0
0342565333518409484,0
0343104487250705794,0
0343219748684366958,0
0344249657622392251,0
0344338099914658416,0
0344842538233543056,0
0344902595596940552,0
0345388872996692187,0
0347078791302547544,0
0347426080243057728,0
0347855419861857256,0
0348641465070077039,0
0348759248625736228,0
0348842070964414318,0
0349098195293316395,0
0349551334219637713,0
0349598333236458498,0
0349780264810210042,0
0349934101169965198,0
0352372860744696733,0
0352394936298937026,0
0352600760122668518,0
0353184725767379430,0
0353233028093637648,0
0353894935573695986,0
0354039095806856279,0
0354329453399627810,0
0354395446181773550,0
0354787200849804630,0
0354852234744200549,0
0354897802426513779,0
0355692456617973868,0
0356092515832769251,0
0357440337109667396,0
0358654455062914123,0
0359164954247345378,0
0359543575011787613,0
0360037071155817238,0
0362055310928414530,0
0363134569444706133,0
0363878417378060116,0
0364162594599982277,0
0364393857133608210,0
0364476402815734772,0
0365101430299852345,0
0365800323147392278,0
0366796863244619267,0
0366995018749053135,0
0367699875055542808,0
0367831398209472460,0
0368179555131058914,0
0369829332229344580,0
0370316422769734568,0
0370457166717871813,0
0370653840812117479,0
0370963443633670703,0
0371602582972882095,0
0371943164406822128,0
0372494637846892090,0
0372706149688864468,0
0372741889888882659,0
0374253765923087294,0
0375424311834211727,0
0375962687766031488,0
0376116041887932016,0
0376313822453352161,0
0376394056092189113,0
0376544334500131710,0
0377374830135310453,0
0377447207002641791,0
0379075858210159530,0
0379584412519217754,0
0379910820910540808,0
0380297679354627080,0
0380899024148326784,0
0382608034711593401,0
0382764578031539000,0
0383083436389104117,0
0383714650593435379,0
0383882812253630720,0
0384990845055862114,0
0385604754912299240,0
0385969934087457197,0
0386945787239594893,0
0387243570666153965,0
0387539919956993522,0
0387849079599046538,0
0388149666502674178,0
0388208942401904035,0
0388540104773034683,0
0389168811037319268,0
0389986037860676472,0
0390998170566117826,0
0391659178324668475,0
0391734717153151205,0
0393641314117635386,0
0393755544087774339,0
0394645209696766041,0
0394685600472849886,0
0394724420324392696,0
0394838067178638501,0
0395012696484203225,0
0395050647250429598,0
0395878510909861453,0
0396381842924367514,0
0396718069117936487,0
0397053123672758925,0
0397096195399292263,0
0397440133393463294,0
0397897232696727433,0
0400123865495017006,0
0400913504715815672,0
0401157104421670800,0
0402324876089509346,0
0402676978143600773,0
0403029217967321711,0
0403789659645595849,0
0404597489263781955,0
0405484788554421584,0
0405613301455395523,0
0405641263394677056,0
0405802957777196055,0
0405913439928695900,0
0405996727678488611,0
0406001208091891832,0
0406062413536161782,0
0406190417919854320,0
0407927208045481071,0
0408716403041557794,0
0408772535287063411,0
0409393961827380777,0
0409659276768997113,0
0410236987316567002,0
0410486793212449872,0
0411216216330611461,0
0412089515434398683,0
0412554141248368974,0
0412874493990262782,0
0413580391899416331,0
0413980996169202271,0
0415088391126514183,0
0415394625340972240,0
0415608676546432559,0
0417281456122837207,0
0417374407421467352,0
0418240738826473159,0
0418715380582536680,0
0419161784882208907,0
0419611240165258862,0
0420252480915406869,0
0422682096572302497,0
0423307133606435481,0
0425433276966204823,0
0425873917948400044,0
0426743790293007914,0
0426890790154936586,0
0428377751227330617,0
0428994201200499894,0
0429502726115959763,0
0429905913707585380,0
0430094899859964214,0
0430335774937069840,0
0431394148721181795,0
0431557134723843230,0
0431719229375940985,0
0432606793105704004,0
0433158162838188739,0
0433977539031077073,0
0434565836567581245,0
0435284079726114731,0
0435373542373805498,0
0435591376205999996,0
0436141361480108416,0
0436308854548495165,0
0437168720279817148,0
0437239129006442110,0
0437273981466271229,0
0437357987201411491,0
0438120303152930309,0
0438166916528767491,0
0438293355702649619,0
0438364665131336868,0
0438887787668714744,0
0439226753637545757,0
0439352190837086995,0
0439449392549956950,0
0439585555102338304,0
0439986574557559228,0
0441066271285731501,0
0441571162186980261,0
0442021180879108839,0
0442139279401914275,0
0442233560830525068,0
0442570016186963075,0
0443432155573447485,0
0444526989485504305,0
0444821471625212420,0
0445007965605847225,0
0445196580526849660,0
0445631247863989355,0
0446530628716956924,0
0446821635919209531,0
0448734640649218784,0
0449424538549488734,0
0449754892287493650,0
0450212169679268027,0
0451272146698301239,0
0452384137560800015,0
0452728441970444157,0
0453417896500580053,0
0454845221896711463,0
0455277019106287876,0
0456585804826434876,0
0456807427403774085,0
0456995923783583208,0
0457044505102305564,0
0457069299190177448,0
0457499068268843030,0
0457728965473786479,0
0458269436653090518,0
0459251814254391578,0
0459959187480356493,0
0460590127025597143,0
0460646718150298450,0
0460762242311738436,0
0461223591546552456,0
0461226362137454102,0
0461656900049182225,0
0463325773564352787,0
0463874227731644825,0
0464008745098440718,0
0464364196228560484,0
0465397546668226126,0
0466572721242688035,0
0466834914358216815,0
0467904620717928287,0
0469837372694186370,0
0470917192636663681,0
0471753134403424239,0
0472388433264551158,0
0472971982753353098,0
0473442131850032599,0
0473815800118504130,0
0474194738383570173,0
0475993971295433883,0
0476894088375216381,0
0476915905383539402,0
0477281910993120754,0
0477994560911860676,0
0478403815632492375,0
0480596774651345765,0
0480683872448243932,0
0481095003060297640,0
0481361866832333678,0
0481562034862119313,0
0481908738776854721,0
0482588777140962763,0
0483111126014707673,0
0485196789418021564,0
0485451635785646273,0
0485966265900702326,0
0487480427659606163,0
0487776113418404925,0
0488236137527169951,0
0489387095051650874,0
0491177567878140069,0
0491193409314675096,0
0491316713136054865,0
0491427743200379908,0
0492938094127153086,0
0493200894475132340,0
0493300060667614321,0
0496156536586018580,0
0496188460748118919,0
0496833883845920731,0
0497209842877259289,0
0498519259844308517,0
0498810256715966268,0
0498824129707847807,0
0499173638332659780,0
0500460722094613747,0
0500766381427960566,0
0500771270741221130,0
0500926353574528949,0
0502027330594674519,0
0502079743101647640,0
0502427268661784166,0
0507378123137078709,0
0507664246019057034,0
0508002860985321055,0
0509428697410335222,0
0509537543362594682,0
0509637927726464785,0
0510399340773152452,0
0511506099436408879,0
0511729257667195605,0
0512376512516526849,0
0512988788718016553,0
0513403330506317388,0
0514071303908585314,0
0514366605460721708,0
0514478324726152361,0
0514517908760071241,0
0515195001502319520,0
0515583444261228947,0
0515770511624914543,0
0516734366347147622,0
0517434536441380071,0
0517644101045776450,0
0517782955209773732,0
0517804428885255967,3
0518455108809968270,0
0518977830588706496,0
0520662463655484321,0
0520805520579177810,0
0521283007599569568,0
0522359013237328012,0
0525470181967108180,0
0526145197292765731,0
0527512175460551498,0
0527903113421923907,0
0528231576022767993,0
0528933380496819911,0
0529281851523725509,0
0530238188668261857,0
0530920366625737605,0
0531400332110604167,0
0531496906783225698,0
0531638978305910082,0
0531829155524217247,0
0532016816923357737,0
0532638128006986594,0
0533361455920078502,0
0533462479025888957,0
0533869951708837257,0
0534455027035361433,0
0534798930498547151,0
0535271430252634961,0
0535797652559788641,0
0536428604379922267,0
0536559199229561402,0
0536651165928149969,0
0537940071228449977,0
0538316939897477687,0
0539032312488458869,0
0539181992389988672,0
0540193727116110682,0
0541723931810773095,0
0541801617495136574,0
0541939415042873067,0
0542454857691775401,0
0543100701177479713,0
0543133542685191215,0
0543272304721995322,0
0543368443296403226,0
0543371810281064125,0
0543454429875721280,0
0543654610852010937,0
0544099410312340973,0
0544222846238969798,0
0544953081124286184,0
0544989058215133805,0
0545209862900348723,0
0545302570079415113,0
0546450430035162938,0
0547013638763660090,0
0548413255562852386,0
0548610265008552694,0
0548744394505098293,0
0549158270848959308,0
0549380289036184273,0
0549953281463203327,0
0549958621872674126,0
0550660948694018203,0
0551930514989058018,0
0552165022845624889,0
0553037813052104682,0
0553274180487420287,0
0553368558009293652,0
0553904149065456549,0
0554420125524525961,0
0554532408320415638,0
0554581394170643542,0
0554657701286789547,0
0554728164623826608,0
0555043313953093171,0
0555059843722195488,0
0555790844446941439,0
0556556488234585145,0
0557041874411922739,0
0557267724728292293,0
0560045648140089234,0
0560278389700464572,0
0560684445670763197,0
0560805040196785546,0
0561827271234161338,0
0562303340035925415,0
0562325699784469979,0
0563490046617768162,0
0563963070031405352,0
0564132620307271174,0
0565056780083615308,0
0565287882698874437,0
0566055411938639598,3
0566269193391274218,0
0566709157525308339,0
0567114702296201573,0
0567258049821128407,0
0568624962920879221,0
0569356915734606916,0
0569752743034520183,0
0570123615296033261,0
0572135527461851083,0
0572741150050251305,0
0573507698325171315,0
0573752651828621469,0
0573792080831880040,0
0573944389511782755,0
0574149303737191374,0
0574546672447624856,0
0575143870190264156,0
0575603546892390824,0
0576962765196044517,0
0577430234323994672,0
0577572983337426313,0
0579022412844305962,0
0579326161967924544,0
0582129409932854437,0
0582369017403340851,0
0582559656298634054,0
0582615830345755974,0
0582674888457699636,0
0583165761373207455,0
0584233587428145418,0
0586022395219552336,0
0587123899418457189,0
0587844728135319683,0
0587886297354228717,0
0588920124789640640,0
0589243891238071459,0
0589822830087218823,0
0589967396396729491,0
0590094729131157044,0
0591513434559245487,0
0591773013265200816,0
0591820689738311862,0
0592466522618439413,0
0593564601992081966,0
0594022882962204579,0
0594032029140324639,0
0594511863093043281,0
0594563238977976970,0
0594824422792523749,0
0594874658574182443,0
0596169222611729599,0
0596895434219823695,0
0597489337358394308,0
0598476687815353252,0
0599110551792149234,0
0600237702497948707,0
0601115360451826853,0
0601161405716299904,0
0601406166745975278,0
0602865033633296199,0
0603507101721972238,0
0604314853571328266,0
0604365545479003017,0
0605298878287002654,0
0605582860135446327,0
0606735064258270722,0
0608132583314752466,0
0608915197735218105,0
0611184075850086902,0
0611556253076247456,0
0611561045307562255,0
0612931240198528311,0
0616530401183877867,0
0616813475440297008,0
0617283905493277793,0
0617329235458001539,0
0618198661111278556,0
0618831613303765725,0
0622093215836923895,0
0622280363748067669,0
0623238387362841295,0
0624114855878604514,0
0625087577271634600,0
0625333892395560084,0
0626284759664097746,0
0626650043568445812,0
0626672651895030919,0
0627462873100311863,0
0627858122618485897,0
0627911872499384695,0
0628121127521169790,0
0629329919532379545,0
0631033932630241909,0
0631883605401031518,0
0632796253738106478,0
0633090494027651510,0
0633420224856417225,0
0633547848089854806,0
0634506282991036601,0
0634809971349181384,0
0635884302803759037,0
0636165671438716582,0
0636481946896347011,0
0636983386776288406,0
0638910012539429673,0
0640040708763897460,0
0640433429877929929,0
0640698688315594544,0
0642830728760694475,0
0643132668463442280,0
0643575983930852714,0
0643723713237461327,0
0643786734868244401,0
0644061149609662421,0
0644407009401848542,0
0644443100947741701,0
0644832033333540742,0
0645131442954167518,0
0645993360426050019,0
0646210848993699313,0
0646337888671074736,0
0646691864025431846,0
0647053720847399351,0
0647109355709882719,0
0647701940544723891,0
0647846008417877869,0
0648493675026382201,0
0648777904915125343,0
0649093489751982679,0
0650056086385776129,0
0650592587910089346,0
0650915590272619388,0
0651435875392157361,0
0651862055672264578,0
0651960369207538151,0
0652202420147185334,0
0652634152265730494,0
0652686133169550028,0
0652777252868843895,0
0652992594863430909,0
0653069947099114599,0
0654120928146679431,0
0654122007935553683,0
0654327480845915716,0
0654377071872368830,0
0655649189295800064,0
0656429934624637021,0
0656638853052117115,0
0658019277799848735,0
0658858637473021623,0
0659725542729208475,0
0659736568334808305,0
0660738563067658683,0
0661947368755840479,0
0662174499954069675,0
0662931673462260601,0
0663614479606200802,0
0664683919239436389,0
0664955402835707900,0
0665001342407465406,0
0665007615083266355,0
0665197592745084056,0
0665690697485420563,0
0666077603822154553,0
0666582393118140484,0
0667466244691499033,0
0667721082352794491,0
0668227072565326523,0
0668412102235086407,0
0668741043882663600,0
0671204886678847894,0
0671417952592573132,0
0671711254304258949,0
0672079571220837015,0
0672623205835845653,0
0674034233311230161,0
0674198499072575604,0
0676268909460399442,0
0676766064405033146,0
0678346199445584745,0
0679581364401887394,0
0679645045413988495,0
0681345956743814792,0
0682017787795795998,0
0682241557361742402,0
0682549734570999775,0
0682695636245631382,0
0683358409080092864,0
0683463694449296647,0
0683732886676120900,0
0684586979835492905,0
0684933840850165946,0
0685890158319889343,0
0685977378128136688,0
0686296766200627569,0
0686323554174622772,0
0686766074904091675,0
0688220916941408964,0
0688332067410799097,0
0688527857109237010,0
0689078233091142252,0
0689221493301196449,0
0689318192161645703,0
0689752308200679975,0
0689759983033395274,0
0689975324856739942,0
0690857090174893408,0
0690857538975657049,0
0691430728660925202,0
0691720966691550944,0
0691969555315832538,0
0693079538830911094,0
0693664182055359688,0
0696402585067597025,0
0698203322681818933,0
0698616970895406010,0
0699221213149021065,0
0700225401855286769,0
0700797453714688888,0
0701601838005591363,0
0702289726935404752,0
0702564824793049879,0
0703271650319125139,0
0703413205219786519,0
0703628343876693893,0
0703967290140600051,0
0703975525619015480,0
0704373157724192220,0
0704957996393939802,0
0705052516935438684,0
0705304092514331716,0
0705638791185080238,0
0707174453609697560,0
0707424893758055863,0
0707924884126013523,0
0708033509620826351,0
0708898149037036750,0
0709049510464090446,0
0709264891712119534,0
0713731982901764318,0
0714601935287141843,0
0714988621267627989,0
0716925587316437811,0
0717319288989549456,0
0717343852152056082,0
0717933109761615736,0
0718076753301188235,0
0719626868021451011,0
0719763844495200108,0
0720843898955413491,0
0722529201110417278,0
0723690431772344547,0
0725021958135646864,0
0725981616433523164,0
0728168523838298915,0
0728804413269267006,0
0729769598575814527,0
0730458429523691231,0
0730475210878766422,0
